stn,year,month,day,temp,slp
722874,2014,01,04,56.7,1014.4
722874,2014,01,10,56.2,1017.6
722874,2014,01,11,58.0,1019.1
722874,2014,01,12,57.7,1018.0
722874,2014,01,22,64.9,1015.9
722874,2014,01,26,59.4,1019.4
722874,2014,01,28,57.7,1018.2
722874,2014,01,29,59.1,1017.5
722874,2014,01,31,58.3,1012.6
722874,2014,02,11,61.6,1017.3
722874,2014,02,17,59.5,1017.0
722874,2014,02,22,62.6,1012.4
722874,2014,03,08,64.7,1015.7
722874,2014,03,14,60.6,1016.7
722874,2014,03,20,62.5,1016.0
722874,2014,03,22,60.6,1016.5
722874,2014,03,29,61.9,1018.7
722874,2014,03,30,62.6,1015.4
722874,2014,04,01,57.3,1015.2
722874,2014,04,08,73.3,1017.6
722874,2014,04,13,60.2,1014.6
722874,2014,04,16,62.0,1010.5
722874,2014,04,19,64.1,1014.1
722874,2014,04,20,64.8,1016.6
722874,2014,05,06,61.1,1011.4
722874,2014,05,14,81.4,1016.0
722874,2014,05,16,82.9,1013.3
722874,2014,05,20,63.9,1013.9
722874,2014,05,24,63.9,1015.5
722874,2014,05,27,69.3,1013.9
722874,2014,06,06,65.6,1009.7
722874,2014,06,08,66.4,1009.0
722874,2014,06,16,66.3,1011.7
722874,2014,06,17,65.7,1012.3
722874,2014,06,21,69.5,1011.0
722874,2014,06,25,68.0,1011.9
722874,2014,06,27,69.0,1010.6
722874,2014,06,30,68.6,1011.3
722874,2014,07,05,72.1,1015.7
722874,2014,07,09,75.1,1013.3
722874,2014,07,18,70.7,1015.3
722874,2014,07,21,71.5,1015.7
722874,2014,08,14,71.9,1013.6
722874,2014,08,19,73.0,1010.7
722874,2014,08,23,72.6,1013.3
722874,2014,08,28,78.4,1014.5
722874,2014,09,02,74.9,1009.3
722874,2014,09,10,73.7,1011.4
722874,2014,09,19,72.3,1010.8
722874,2014,09,22,70.1,1013.9
722874,2014,09,28,69.2,1010.8
722874,2014,09,29,68.7,1012.5
722874,2014,10,09,71.2,1011.8
722874,2014,10,12,71.1,1011.9
722874,2014,10,18,68.7,1012.6
722874,2014,10,22,69.6,1011.8
722874,2014,11,05,67.1,1018.3
722874,2014,11,09,66.3,1013.5
722874,2014,11,11,64.6,1012.3
722874,2014,11,20,61.6,1018.3
722874,2014,12,07,63.2,1021.0
722874,2014,12,09,63.9,1017.4
722874,2014,12,13,55.9,1018.3
722874,2014,12,15,55.1,1017.2
722874,2014,12,19,56.0,1022.5
722874,2014,12,20,56.5,1021.2
722874,2014,12,25,60.2,1010.2
722950,2014,01,02,60.7,1018.1
722950,2014,01,04,56.4,1014.5
722950,2014,01,12,57.9,1018.1
